
14045,The Intel Microprocessor,Prentice Hall,Microprocessors and Microcontrollers,1998,275
14047,C Projects,BPB Publications,Programming,0,300
14050,Microsoft Visual C++,BPB Publication,Visual Programming,1997,180
14054,Success with Internet,Galgotia Publication Pvt Ltd,Web Technology,1997,230
14057,Structured Computer Organization,Prentice Hall of India,Architecture,1997,150
14058,Using Oracle 8,Phi,Oracle,1998,295
14060,Principles of Interactive Computer Graphics,Tata McGraw Hill Publishing Company Pvt Ltd,Graphics And Multimedia,1997,215
14066,INTEL Microprocessor,Tata McGraw Hill,Microprocessors and Microcontrollers,1993,587
14068,Just Enough Unix,Tata McGraw Hill Publishing Company Ltd,Operating Systems,1997,413
14069,Operating Systems,"Addision Wesley Longman,Inc.",Operating Systems,1998,250
16647,Using SAP R/3,Prentice Hall of India Pvt ltd,General,1998,395
16743,Introduction to the design and analysis of Algorithms,Mcgraw -hills,Algorithms,0,400
16746,INTRODUCTION TO DATA STRUCTURES AND ALGORITHMS WITH C++,PRENTICE HALL,Data Structures,1998,95
16748,Programming with Fortron 77,Tata McGraw-Hill,Programming,1998,145
16750,Management Information Systems,McGrwa-Hill Book Company,Management,1984,291
16751,The C Odessey - Unix - The Open Boundless C,BPB Publications,Programming,1992,250
17303,SOFTWARE ENGINEERING CONCEPTSc,Tata McGraw-Hill Publication pvt ltd,Software Engineering,1997,255
17338,Instant Corba,Wiley Computer,Programming,0,500
17341,Teach yourself Corba in 14 Days,Techmedia,Programming,1998,165
17347,Puzzles to Puzzle,Orient,General,1996,45
17364,TCP/IP and Related Protocols,Mcgraw-Hill Series pvt ltd,Computer Networks,1995,535
17383,Designing Object Oriented Software,Prentice Hall India Pvt Ltd,Software Engineering,1990,125
17386,Active X Programming Unleashed,Sams.net Publishing,Web Technology,1997,450
17404,Teach Yourself Visual C++ 6 IN 21 Hours,Techmedia,Visual Programming,1998,135
17927,Electronic Commerce,Jaico Publishing House,General,1998,190
19070,Comprehensive Structured Cobol,PWS publishing company,Programming,0,450
19071,The Java Tutorial Object-Oriented Programming For the internet,Addison Wesley,Java,1999,630
19072,Windows 2000 Secrets,IDG Books India(p)Ltd.,General,2000,399
19075,Most Popular Web Sites,"Macmillan Computer Publishing,usa",General,1997,480
19483,Unix Concepts and Applications,Tata McGraw Hill Publishing Company Ltd,Operating Systems,1998,210
19484,The X Window System Server,Digital Press,General,1992,495
19489,Pure Java 2,techmedia,Java,2000,195
19504,Oracle For Dummies,Dummies,Oracle,2000,249
19505,Microsoft Word 2000,BPB Publication,General,2000,150
19510,TCP/IP(Special Edition),Prentice Hall of  India pvt ltd,Computer Networks,1999,395
19513,Visual Basic 6 From The Ground Up,Tata McGraw-Hill  Publishing Company Limited,Visual Programming,2000,325
19613,SOFTWARE ENGINEERING,Chapman and Hall,Software Engineering,1995,595
19625,Scaling Oracle8i,Pearson,Oracle,2000,450
19626,Mobile Communication,Pearson Education,Computer Networks,2000,295
19632,Lotus Notes and Domino R5 Development,Techmedia,Visual Programming,2000,399
19636,UML Distilled ed.2,Addision Wesley,Programming,2000,225
19640,Design Flexible Object-Oriented Systems with UML,Techmedia,Data Structures,2000,195
19645,Oracle 8 Database Admininster On Windows NT,Addision Wesley Longman,Oracle,1999,295
19649,Practical Java Programming Language Guide,Addison Wesley,Java,2000,716
19650,Concurrent Programming in java Design Principles and Patterns,Addison Wesley,Java,2000,315
19657,ALL-IN-ONE JAVA-2,Tata Mcgraw Hill,Java,2000,395
19658,Microsoft SQL Server7,Microsoft,Oracle,1999,360
19661,XML Web Documents from scratch,Prentice Hall of India Private Ltd,Web Technology,2000,150
19730,Oracle Developer Forms Techniques,Techmedia,Oracle,2000,150
19740,The Unix Programming Environment,PHI Learning Pvt Ltd,Operating Systems,1984,125
19743,PEARL and CGI for the World Wide Web,Pearson Education,Web Technology,1999,180
19769,Microprocessor And Its Apllication,RBA,Microprocessors and Microcontrollers,1999,124
19771,JAVASCRIPT INTERACTIVE COURSE,Techmedia,Java,0,450
19777,System Analysis Techniques,International Thomson Computer Press,Software Engineering,1995,240
19778,e-Business Road map for Success,Addison-Wesley,General,2000,270
20152,Algorithms in c++,Addision-Wesley,Algorithms,1999,457
20153,IIS 4.0 MCSE Study Guide,"IDG BookS Worldwide,Inc",Web Technology,1998,450
20158,LATE NIGHT Advanced JAVA,Ziff-Davis Press,Java,0,500
20160,Inside TCP/IP,New Riders Publications,Computer Networks,1994,500
20171,Digital Signal Processing A Laboratory Approach Using PC-DSP,Prentice Hall of India Pvt ltd,Digital Principles and System Design,0,1713
20178,Microsoft SQL Server7 with VB6,Bpb,Oracle,1999,297
20179,Fundamentals Of Information Technology,Galgotia,Digital Signal Processing,2000,225
21290,Building Web Applications With UML,"Addision Wesley Longman,Inc.",Web Technology,2000,250
21294,Server Side Javascript,Addison Wesley,Web Technology,1998,350
21296,CMM in Practice,Addison Wesley,Software Engineering,2000,350
23175,Network Management,Pearson,Network,2000,325
23657,DATA STRUCTURES AND ALGORITHMS,PEARSON,Data Structures,2000,250
23690,Understanding Object-Oriented PROGRAMMING withn JAVA,Pearson,Java,2001,295
23720,An Engineering Approach to Computer Networking,Pearson Education,Computer Networks,1997,0
23732,advanced computer architectures,Pearson Education,Architecture,2000,405
23757,Computer Systems Organisation & Architecture,Addison Wesley Longman,Architecture,2001,295
23761,Introduction to Telecommunications,Pearson Education,Computer Networks,2000,295
24140,Diigital Analog Communiction System,Pearson,Digital Signal Processing,2001,350
24146,An Introduction to Object Oriented Programming,Library of Congress-in-Publication,Data Structures,1997,275
24156,Server-Side JavaScript,Addison Wesley,Java,2000,350
24592,HTML Complete,BPB Publications,Web Technology,2000,199
24596,Managing a Windows NT Network,Prentice Hall Of India,General,1999,695
24608,Programming With Pascal And C,Tata McGraw-Hill,Programming,2001,198
24613,Unix Concepts and Applications,Tata McGraw Hill Publishing Company Ltd,Operating Systems,1998,210
24625,Control systems Engineering,New Age,Digital Signal Processing,2001,240
24637,VHDL Primer,Pearson,Digital Signal Processing,2001,260
24648,DATA STRUCTURES AND ALGORITHM ANALYSIS IN C++,PEARSON,Data Structures,2001,260
24651,Intoduction  To Data Structures,Galgotia,Data Structures,0,175
24663,OBJECT ORIENTED DATA STRUCTURE USING C++,VIKAS,Data Structures,2001,160
24666,Communication Systems,Tata McGraw-Hill,Digital Principles and System Design,2001,195
25523,Algorithms in c++,Pearson,Algorithms,1999,450
26259,Introduction to Algorithms,PHI,Algorithms,0,681
26261,Introduction to Algorithms,PHI,Algorithms,0,425
26894,Digital Design,Prentice Hall,Digital Signal Processing,2002,175
26906,The Practice Of Programming,Pearson Education,Programming,2002,250
27017,Modern Operating Systems,Prentice Hall Of India,Operating Systems,2002,250
27025,Systems Programming and Operating Systems,Tata McGraw-Hill Publishing Company Limited,Operating Systems,1996,250
27031,Digital Computer Fundamentals,Tata McGraw Hill,Microprocessors and Microcontrollers,2002,250
27038,FUNDAMENTALS OF DATA STRUCTURES IN C++,GALGOTIA,Data Structures,1999,279
27695,Encyclopedia C,BPB Publications,Programming,1996,495
27705,FUNDAMENTALS OF DATA STRUCTURES,GALGOTIA,Data Structures,1983,230
27722,Mastering Enterprise JavaBeans,John Wiley & Sons Inc,Programming,2002,487
27723,Oracle 8i DBA Bible,IDG,Oracle,2001,499
27742,Windows NT 4 Complete,BPB Publication,General,1999,199
27748,Writing TSRs Through C,BPB Publications,Programming,2002,225
28021,DATA STRUCTURES USING C AND C++,PRENTICE HALL,Data Structures,2002,250
28034,Digital Signal Processing,Tata McGraw Hill,Digital Signal Processing,2002,225
28044,Digital Signal Processing,Tata McGraw Hill,Digital Signal Processing,2001,295
28425,advanced computer architectures,Pearson Education,Architecture,1997,425
28431,Basics VLSI Design,Prentice Hall of India Pvt ltd,Digital Principles and System Design,2001,255
28434,Communications Networks,Wcb Mcgraw-Hill Publishing Company ltd,Computer Networks,1998,1403
28464,Core JAVA Volume I-Fundamentals,The Sun Microsystems Press,Java,2001,450
28471,Data Communications and Networking,Tata Mcgraw-Hill Publishing Company ltd,Computer Networks,2000,295
28476,"Data Communications,Computer Networks and Open Systems",Pearson Education,Computer Networks,1999,375
28479,ARTIFICIAL INTELLIGENCE,PEARSON,Artificial Intelligence,2000,275
28489,Problem Solving Using C,McGraw-Hill,Programming,1999,1222
28494,VLSI Technology,Tata McGraw Hill,Digital Signal Processing,2000,586
28762,Software Engineering,Pearson Education,Software Engineering,2001,350
28931,Data warehousing in the real world,pearson,Data Mining,2003,250
28943,Software Engineering,John Wiley & Sons Inc,Software Engineering,2000,432
28944,Software Testing in the Real World,Pearson Education,Software Engineering,1995,250
28953,ARTIFICIAL INTELLIGENCE,NAROSA,Artificial Intelligence,1990,220
29100,operations research,S.Chand,Software Engineering,2013,175
29434,"DATA STRUCTURES,ALGORITHMS,AND APPLICATIONS IN JAVA",MCGRAW-HILL,Data Structures,2000,348
29558,The Data Compression Book,BPB,General,2002,297
29727,Multimedia SYSTEMS DESIGN,Prentice Hall India pvt ltd,Graphics And Multimedia,1996,250
31201,Computer Organization and Architecture,Pearson Education,Architecture,2003,250
32930,Principles OF Management,Tata McGraw-Hill Publishing Company Limited,Management,2004,170
33259,Total Quality Management,Scitech Publications,Software Engineering,2005,0
33273,Total Quality Management,Scitech Publications,Software Engineering,2005,0
34083,Managerial Economics,Pearson,Management,2004,330
34135,Advanced Microprocessor And Pehriperals,Tata McGraw Hill,Microprocessors and Microcontrollers,2005,225
34139,The Design and analysis of computer algorithms,Pearson,Algorithms,2004,270
34146,Digital Principles And Design,Tata McGraw Hill,Digital Signal Processing,2002,295
34153,Digital Signal Processing,Prentice Hall,Digital Signal Processing,2004,295
34161,Essentials Of Management An International Prespective,Tata McGraw-Hill Publishing Company Limited,Management,2004,650
34164,Introduction to Algorithms,PHI,Algorithms,0,681
34179,JAVA network programming,Shroff publisher and Distributor,Java,2000,0
34182,Java Servlet Programming,shroff publisher and Distributor,Java,2001,0
34184,Microprocessor And Interfacing Programming and Hardware,Tata McGraw-Hill,Microprocessors and MicroControllers,2003,295
34191,Practical Unix and Internet Security,Shroff Publishers and Distributors Pvt Ltd,Operating Systems,2003,650
34192,Principles of Communication Sysytem,Tata McGraw Hill,Microprocessors and Microcontrollers,2004,250
36366,Modern Operating Systems,Prentice Hall Of India,Operating Systems,2004,250
36367,INTERNETWORKING WITH TCP/IP(Volume 1),Prentice Hall of  India pvt ltd,Computer Networks,2000,250
36373,Data Structures,Thomson,Data Structures,2000,338
36381,Computer Organisation,Tata McGraw Hill,Computer Architecture,2002,278
36382,Computer Architecture and Organization,WCB McGraw-Hill,Architecture,1998,278
36383,Computer Architecture,Morgon Kauffman,Computer Architecture,2003,399
36391,Control Systems Engineering,New Age International Pvt Ltd,Microprocessors and MicroControllers,2005,345
36406,Computer Organization And Design,Morgan Kaufmann,Architecture,2005,395
36407,Software Testing,Techmedia Publications,Software Engineering,2001,450
36412,Effective Methods for Software Testing,John Wiley and Sons pvt ltd,Software Engineering,2000,386
36740,Advanced Computer Architecture,Tata McGraw-Hill,Architecture,2001,575
37343,The Design and analysis of computer algorithms,Pearson,Algorithms,2004,270
37350,Object Oriented Systems Development,Irwin McGraw-Hill,Data Structures,1999,286
37354,Fundamentals of database systems,Pearson education,Database Management,2005,375
37355,"Microprocessor Architecture,Programming,And Apllication With The 8085",Penram,Microprocessors and Microcontrollers,2006,310
37357,Engineering Ethics,Prentice Hall OF India,Management,2004,150
37360,JAVA network programming,Shroff,Java,2004,500
37365,Java Servlet Programming,Shroff Publishers and Distributors Pvt Ltd,Web Technology,2001,500
37367,Digital Design,Pearson,Microprocessors and Microcontrollers,2002,175
37378,Principles of Mobile Computing,Springer(india) pvt ltd,Computer Networks,2003,349
37390,An Integrated Approach to Software Engineering,Narosa Publishing House,Software Engineering,2005,295
37396,Software Project Management,Pearson Education,Software Engineering,1998,375
37403,DATA STRUCTURES AND ALGORITHMS,PEARSON,Data Structures,2005,310
37420,Discrete Mathematical Structures With Apllications to Computer Science,Tata McGraw-Hill,Mathematics,2004,260
37527,Programming With Ansi And Turbo C,Pearson Education,Programming,2005,199
39136,Total Quality Management,Pearson,Management,2008,360
40111,Object Oriented Software Engineering,Pearson Education,Software Engineering,2004,525
40116,Software Engineering,Tata McGraw Hill Education Pvt Ltd,Software Engineering,2007,375
42663,Parallel Programming in C with MPI and Open MP,Tata McGraw-Hill,Computer Networks,2009,425
43932,DATA STRUCTURES AND ALGORITHMS IN C++,THOMSON,Data Structures,2005,395
43944,FUNDAMENTALS OF DATA STRUCTRES IN C++,UNIVERSITIES PRESS,Data Structures,2009,375
43955,Computer Algorithms c++,Universities press,Algorithms,0,395
43966,Fundamentals of  Algorithms,PHI,Algorithms,0,325
43968,VERILOG  HDL,Pearson,Digital Principles and System Design,2003,390
44904,Embedded Systems Design,Elsevier,Digital Principles and System Design,2009,425
44907,ARTIFICAL INTELLIGENCE,PEARSON,Artificial Intelligence,2010,525
44915,DATA STRUCTURES AND ALGORITHM,PEARSON,Data Structures,2009,425
45251,The Java Programming Language,Dorling Kindersley Pvt Ltd,Programming,2008,215
45282,Pervasive Computing,Pearson Education,Computer Networks,2009,425
45310,DATA STRUCTURES USING C,MCGRAW-HILL,Data Structures,2010,235
45458,Cryptography and Network Security,Pearson Education,Computer Networks,2006,365
45493,Insight into Data mining,PHI,Data Mining,0,360
45500,Introduction to Algorithms,PHI,Algorithms,0,425
45502,"Data warehousing,data mining&olap",Tata Mcgraw hill,Data Mining,2005,295
45506,Advanced Concepts IN Operating  Systems,Tata McGraw-Hill Publishing Company Limited,Operating Systems,2001,395
48312,Lets Us C++,BPB Publications,Programming,2010,270
48316,HIGH-PERFORMANCE COMMUNICATION NETWORK,Reed Elsevier India pvt ltd,Computer Networks,2000,450
48323,Data mining,MK,Data Mining,2012,450
49004,Object-Oriented Software Engineering,Pearson Education,Software Engineering,2004,625
49055,Web Technologies - A Computer Science Perspective,Pearson Education,Web Technology,2012,475
49963,Computer Fundamentals and C Programming,Cengage Learning,Programming,2012,0
50482,Computer Architecture,Morgan Kaufmann,Architecture,2012,0
50483,Computer Architecture,Morgan Kaufmann,Architecture,2012,0
50671,The Java Programming Language,Pearson,Java,2008,0
50677,Computer Architecture,Morgon Kauffman,Computer Architecture,2012,554
50678,CORE  JAVA Volume I -Fundamentals,Pearson,Java,2013,700
50681,core JAVA Volume1-fundamentals,Pearson,Java,2013,700
50683,Database system concepts,Tata Mcgraw-hill,Database Management,0,727
50685,Computer Organisation,Tata McGraw Hill,Computer Architecture,2002,278
50686,Core JAVA Volume II-Advanced Features,Pearson,Java,2008,743
53346,Diatributed and cloud computing,MK,Computer Networks,2012,550
53365,Security in computing,pearson,Computer Networks,2016,775
53369,Crytography and network security,pearson,Computer Networks,2005,625
53384,Software Architecture In Practice,Pearson Education,Architecture,2013,499
171344,Odbc Programming in 21 Days,Techmedia,Oracle,1998,225
197392,Object Technology,International Thomson Computer Press,Data Structures,1997,240
236857,INTERNET SECURITY PROTOCOLS,Pearson Education,Computer Networks,2000,295
449121,Computer System Architecture,Pearson Education,Architecture,2007,299
A10060,Internet Programming,Galgotia Publication Pvt Ltd,Web Technology,1997,0
A10063,Object-Oriented Software Engineering,Galgotia Publications,Software Engineering,1995,230
A10094,Parallel Computing theory and Practice,Tata McGraw-Hill,Computer Networks,1994,421
A11072,Pascal plus data structures algorithms ans advanced programming,Galgotia,Algorithms,1997,250
A11161,Computer Programming In C,Prentice Hall Computer,Programming,1999,110
A11670,How to Become a Successful Software Professional,Comdex Computer Publications,Software Engineering,1997,68
A1172,Crptography and Network Security,Tata Mcgraw-Hill Publishing Company ltd,Computer Networks,2003,250
A11823,ELEMENTS OFARTIFICIAL NEURAL NETWORKS,PENRAM INTERNATIONAL,Artificial Intelligence,1997,245
A12077,System Analysis And Design,Macmillan India Limited,Software Engineering,1994,195
A12101,Advanced Computer Architecture,"McGraw-Hill,Inc",Architecture,1993,522
A12121,Programming with JAVA A primer,Tata Mcgraw Hill,Java,0,135
A12122,Programming with JAVA A primer,Tata Mcgraw Hill,Java,0,135
A13196,Network Programming In C,Prentice Hall Computer,Programming,1997,250
A13250,Assembly Language For The PC,Prentice Hall,Microprocessors and Microcontrollers,1996,195
A13285,10 Minute  Guide To PowerPoint 97,Prentice Hall Of India,General,1996,75
A13286,GRAPHICS UNDER C,BPB Publications,Graphics And Multimedia,1998,195
A13288,GRAPHICS UNDER C,BPB Publications,Graphics And Multimedia,1998,195
A13302,Visual C++ Programming,BPB Publication,Visual Programming,1998,240
A13329,Using Oracle 8,Phi,Oracle,1998,295
A13381,Operating Systems,Tata McGraw-Hill Publishing Company Limited,Operating Systems,1997,185
A13432,Advanced Computer Architecture,Prentice Hall of India,Architecture,1996,295
A13461,Comprehensive Cobol,Mitchell Mc graw-hill,Programming,1991,526
A13466,Programming With C,Tata McGraw-Hill,Programming,2001,180
A13591,UNIX SHELL PROGRAMMING,Galgotia Publishers,Operating Systems,1995,190
A13593,UNIX SHELL PROGRAMMING,Galgotia Publishers,Operating Systems,1995,190
A13631,ActiveX Control Programming with Visual Basic 5,Techmedia,Web Technology,1998,275
A13673,Digital Logic And Computer Design,Prentice Hall,Digital Signal Processing,1998,150
A14608,Advanced Programming in the UNIX Environment,Addison Wesley Longman Publishers,Operating Systems,1993,350
A15281,How to solve by Computer,PHI,General,0,95
A15298,TEST YOUR UNIX SKILLS,BPB Publicatons,Operating Systems,1997,81
A16427,MCSE Test Preparation Core Exams,Prentice Hall of India Private Ltd,General,1997,450
A16635,Software Engineering,Tata McGraw-Hill Publication pvt ltd,Software Engineering,1997,400
A16694,Programming with JAVA A primer,Tata Mcgraw Hill,Java,0,155
A16778,Programming In C,New Age International,Programming,1998,145
A16781,DATA STRUCTURES AND ALGORITHM,ADDISON-WESLEY,Data Structures,1987,224
A16839,ARTIFICIAL INTELLIGENCE,PEARSON,Artificial Intelligence,2000,295
A16846,THE KNOWLEDGE MANAGEMENT TOOLKIT,PEARSON,Artificial Intelligence,2000,450
A16870,Computer Architecture and Organization,WCB McGraw-Hill,Architecture,1998,334
A16890,Fundamentals of database systems,Pearson education,Database Management,2005,375
A16909,Designing Object-Oriented Software,Prentice Hall Of India,Data Structures,1990,125
A17190,Microprocessor And Interface,Tata McGraw Hill,Microprocessors and Microcontrollers,2000,275
A17221,"DATA STRUCTURES,ALGORITHMS,AND OBJECT-ORIENTED PROGRAMMING",MCGRAW-HILL,Data Structures,1996,715
A17222,"Data structures,algorithmsand object oriented programming",Mcgraw -hills,Algorithms,0,714
A17236,Computer Algorithms c++,Galgotia,Algorithms,2000,270
A17257,Computer Graphics,Prentice Hall of India Pvt Ltd,Graphics And Multimedia,1997,395
A17276,Database mangement system,Tata Mcgraw-hill,Database Management,2000,295
A17305,SOFTWARE ENGINEERING CONCEPTS,Tata McGraw-Hill Publication pvt ltd,Software Engineering,1997,255
A17350,FUNDAMENTALS OF DATA STRUCTURES IN C++,GALGOTIA,Data Structures,2000,270
A17363,Advaced Microprocessor&IBM-PC Assembly Language Programming,Tata McGraw Hill,Microprocessors and Microcontrollers,2000,150
A17368,Advaced Microprocessor&IBM-PC Assembly Language Programming,Tata McGraw Hill,Microprocessors and Microcontrollers,2000,150
A17572,Web Commerce Technology Handbook,Tata McGraw Hill Publishing Company Ltd,Web Technology,1999,285
A17583,ARTIFICAL NEURAL NETWORKS,MC GRAW-HILL,Artificial Intelligence,1997,272
A17587,Database mangement system,Tata Mcgraw-hill,Database Management,2000,344
A17596,Database mangement system,Tata Mcgraw-hill,Database Management,2000,344
A17618,Computer System Architecture,Prentice Hall of India,Architecture,2000,195
A17667,Computer Architecture and Organization,"McGraw-Hill,Inc",Architecture,1998,360
A17702,Fundamentals of Computer Algorithms,Galgotia,Algorithms,2000,279
A17713,Internet : The Complete Reference,Tata McGraw Hill Publishing Company Ltd,Web Technology,1999,0
A17827,Planning Successful Employee Performance,Wheeler Publishing,Management,1998,95
A17844,Applying Successful Training Techniques,Wheeler,General,1998,95
A17928,Oracle 9iAS Portal Bible`,IDG,Oracle,2001,499
A17935,Core SWING advanced programming,Pearson,Java,2000,525
A17963,Using  java2 platform,que,Java,2000,0
A18003,Professional ASP Data Access,Shroff Publishers and Distributors Pvt Ltd,Web Technology,2000,625
A18010,"JSP,Servlets,and MySQL",IDG Books India(p)Ltd.,Web Technology,2001,249
A18011,"Java 2 ,Swing,Servelets,JDBC&Java Beans Programming",Dream Tech Press,Java,2000,499
A18037,Programming with JAVA,Tata Mcgraw Hill,Java,1999,199
A18086,Computer Architecture and Organization,"McGraw-Hill,Inc",Architecture,1998,396
A18135,Modern Operating Systems,Prentice Hall Of India,Operating Systems,2001,225
A18155A,Linux : The Complete Refernce,Tata McGraw-Hill Publication pvt ltd,Operating Systems,1998,350
A18353,Data Communications and Networking,Tata Mcgraw-Hill Publishing Company ltd,Computer Networks,2001,295
A18360,Data Communications and Networking,Tata Mcgraw-Hill Publishing Company ltd,Computer Networks,2000,295
A18380,Visual C++ 6:The Complete Reference,Tata McGraw-Hill  Publishing Company Limited,Visual Programming,1999,395
A18384,Linux : The Complete Reference,Tata McGraw Hill Publishing Company Ltd,Operating Systems,1998,495
A18721,Principles of distributed database systems,Pearson education,Database Management,2002,350
A18733,Fundamentals Of Data Base Systems,Pearson,Database Management System,2003,350
A18760,Active Server Pages 3 - Developers Guide,IDG Books India Ltd,Web Technology,2000,349
A18767,ASP 3 Programming,Wiley Dreamtech India Ltd,Web Technology,2002,349
A18773,"ASP with VBScript, SQL & HTML",IDG Books India Ltd,Web Technology,2001,249
A18806,Dreamweaver 4 : The Complete Reference,Tata McGraw Hill Publishing Company Ltd,Web Technology,2001,0
A18810,Web Design with HTML/Flash/Javascript & E-commerce,IDG Books India Ltd,Web Technology,2001,399
A18852,CISCO Switching Black Book,Coriolis Technology Press,Computer Networks,2002,399
A18854,Professional Linux Programming,Shroff Publishers and Distributors Pvt Ltd,Operating Systems,2001,650
A18857,Professional Linux Programming,Shroff Publishers and Distributors Pvt Ltd,Operating Systems,2001,650
A18900,CCNA 2.0,DreamTech Publications,Computer Networks,2002,499
A18905,Red Hat Linux 7.2,Techmedia Publications,Operating Systems,2002,399
A19098,XEPERT SYSTEMS PRINCIPLES AND PROGRAMMING,THOMSON,Artificial Intelligence,2000,495
A19126,"DATA STRUCTURES,ALGORITHMS,AND OBJECT-ORIENTED PROGRAMMING",MCGRAW-HILL,Data Structures,1996,715
A19128,The Unified Software Devolpment Process,Addison-Wesley Longman Publications,Software Engineering,1999,405
A19161,The Unified Software Development Process,"Addision Wesley Longman,Inc.",Software Engineering,1999,425
A19184,Object Oriented Systems Development,Irwin McGraw-Hill,Data Structures,1999,305
A19287,"Database management objectives,system functions,&admistraton",Tata Mcgraw-hill,Database Management,2001,295
A19304,SQL Server7 The Complete Reference,,Oracle,1999,395
A19305,Web Design : The Complete Reference,Tata McGraw Hill Publishing Company Ltd,Web Technology,2000,425
